value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug
1.5643,298.15,Log solubility,g/L,"[127.0, 142.0]","[0.6, 0.4]",[29],[1.0]
1.6324,298.15,Log solubility,g/L,"[127.0, 142.0]","[0.7, 0.3]",[29],[1.0]
1.6877,298.15,Log solubility,g/L,"[127.0, 142.0]","[0.8, 0.2]",[29],[1.0]
1.738,298.15,Log solubility,g/L,"[127.0, 142.0]","[0.9, 0.1]",[29],[1.0]
0.8592,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.1, 0.9]",[29],[1.0]
1.1418,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.2, 0.8]",[29],[1.0]
1.3109,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.3, 0.7]",[29],[1.0]
1.4318,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.4, 0.6]",[29],[1.0]
1.5256,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.5, 0.5]",[29],[1.0]
1.5997,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.6, 0.4]",[29],[1.0]
1.6645,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.7, 0.3]",[29],[1.0]
1.7168,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.8, 0.2]",[29],[1.0]
1.7641,303.15,Log solubility,g/L,"[127.0, 142.0]","[0.9, 0.1]",[29],[1.0]
0.9109,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.1, 0.9]",[29],[1.0]
1.1897,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.2, 0.8]",[29],[1.0]
1.3547,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.3, 0.7]",[29],[1.0]
1.4716,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.4, 0.6]",[29],[1.0]
1.5629,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.5, 0.5]",[29],[1.0]
1.6338,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.6, 0.4]",[29],[1.0]
1.6951,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.7, 0.3]",[29],[1.0]
1.7445,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.8, 0.2]",[29],[1.0]
1.7886,308.15,Log solubility,g/L,"[127.0, 142.0]","[0.9, 0.1]",[29],[1.0]
0.9647,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.1, 0.9]",[29],[1.0]
1.2356,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.2, 0.8]",[29],[1.0]
1.3965,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.3, 0.7]",[29],[1.0]
1.5114,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.4, 0.6]",[29],[1.0]
1.5978,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.5, 0.5]",[29],[1.0]
1.6666,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.6, 0.4]",[29],[1.0]
1.724,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.7, 0.3]",[29],[1.0]
1.7709,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.8, 0.2]",[29],[1.0]
1.812,313.15,Log solubility,g/L,"[127.0, 142.0]","[0.9, 0.1]",[29],[1.0]
1.0154,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.1, 0.9]",[29],[1.0]
1.2817,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.2, 0.8]",[29],[1.0]
1.4381,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.3, 0.7]",[29],[1.0]
1.5493,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.4, 0.6]",[29],[1.0]
1.6317,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.5, 0.5]",[29],[1.0]
1.698,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.6, 0.4]",[29],[1.0]
1.7522,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.7, 0.3]",[29],[1.0]
1.7958,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.8, 0.2]",[29],[1.0]
1.8326,318.15,Log solubility,g/L,"[127.0, 142.0]","[0.9, 0.1]",[29],[1.0]
1.0655,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.1, 0.9]",[29],[1.0]
1.3253,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.2, 0.8]",[29],[1.0]
1.4773,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.3, 0.7]",[29],[1.0]
1.585,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.4, 0.6]",[29],[1.0]
1.6644,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.5, 0.5]",[29],[1.0]
1.7265,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.6, 0.4]",[29],[1.0]
1.7774,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.7, 0.3]",[29],[1.0]
1.818,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.8, 0.2]",[29],[1.0]
1.8531,323.15,Log solubility,g/L,"[127.0, 142.0]","[0.9, 0.1]",[29],[1.0]
-2.2048,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-2.0817,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.9664,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.8525,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.7387,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.632,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.5253,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.4344,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.3359,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.2394,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.1489,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.032246000000000004, 0.967754]",[30],[1.0]
-1.6428,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.5371,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.4307,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.3255,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.2222,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.1351,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.0368,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-0.949,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-0.8648,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-0.7802,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-0.6919,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.069743, 0.930257]",[30],[1.0]
-1.2049,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-1.111,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-1.0179,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.9314,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.8425,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.7668,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.6837,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.6045,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.5306,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.4632,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.3906,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.113887, 0.886113]",[30],[1.0]
-0.8713,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.7851,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.7007,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.6243,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.5479,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.4742,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.3993,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.326,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.2577,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.1925,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.1313,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.166615, 0.8333849999999999]",[30],[1.0]
-0.6208,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.5398,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.4556,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.3796,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.3074,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.238,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.1708,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.0954,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.0346,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
0.0294,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
0.0903,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.230703, 0.769297]",[30],[1.0]
-0.4057,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
-0.3349,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
-0.2464,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
-0.1812,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
-0.1072,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
-0.0377,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
0.0252,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
0.0861,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
0.1527,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
0.2115,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
0.2665,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.310265, 0.689735]",[30],[1.0]
-0.2528,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
-0.1757,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
-0.1074,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
-0.0301,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.0367,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.0982,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.1667,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.2283,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.2898,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.3453,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
0.4037,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.41167499999999996, 0.588325]",[30],[1.0]
-0.106,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
-0.0389,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.0326,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.1027,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.1677,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.2359,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.2913,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.3499,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.4115,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.4656,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
0.5226,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.545362, 0.454638]",[30],[1.0]
-0.0192,278.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.0527,283.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.1218,288.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.1867,293.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.2494,298.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.3157,303.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.3745,308.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.4275,313.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.4861,318.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.5374,323.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.5917,328.15,Log solubility,g/L,"[140.0, 129.0]","[0.729656, 0.27034400000000003]",[30],[1.0]
0.0352,278.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.0985,283.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.1631,288.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.226,293.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.2846,298.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.3417,303.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.4027,308.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.46,313.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.5207,318.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.5713,323.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
0.6247,328.15,Log solubility,g/L,"[140.0, 129.0]",[1.0],[30],[1.0]
-2.2846,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-2.1605,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-2.0432,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.9251,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.8205,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.7146,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.6071,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.5116,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.4158,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.3254,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.2293,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[30],[1.0]
-1.6826,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.5772,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.4691,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.3646,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.2743,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.1792,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.0802,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-0.9969,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-0.9089,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-0.8243,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-0.7488,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[30],[1.0]
-1.325,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-1.2301,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-1.1336,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-1.0435,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.9544,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.8683,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.785,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.7067,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.6325,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.5508,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.4748,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[30],[1.0]
-0.9458,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.8594,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.7747,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.6986,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.6225,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.5489,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.4733,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.4002,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.3322,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.2663,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.2044,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[30],[1.0]
-0.6829,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.6048,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.5284,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.4592,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.3873,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.3182,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.2535,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.1921,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.1275,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.068,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.0067,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[30],[1.0]
-0.4365,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.3655,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.2946,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.2296,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.1661,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.0999,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.0408,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
0.0202,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
0.0757,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
0.1289,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
0.1841,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[30],[1.0]
-0.2151,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
-0.1506,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
-0.0876,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
-0.0277,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.0332,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.086,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.1419,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.1919,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.2422,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.2919,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
0.3388,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[30],[1.0]
-0.0441,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.0163,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.0733,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.1287,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.1768,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.23,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.2825,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.3243,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.3742,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.4193,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.4621,328.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[30],[1.0]
0.0883,278.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.1422,283.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.1903,288.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.2379,293.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.289,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.3347,303.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.3784,308.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.4213,313.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.4641,318.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
0.5049,323.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[30],[1.0]
